Step,Time step,Time
564,0.0264867,14.4894
565,0.0261753,14.5156
566,0.026244,14.5418
567,0.0262866,14.5681
568,0.0261757,14.5943
569,0.0263937,14.6207
570,0.0260821,14.6468
571,0.0261591,14.6729
572,0.0261758,14.6991
573,0.0260741,14.7252
574,0.0262911,14.7515
575,0.0259823,14.7775
576,0.02607,14.8035
577,0.02606,14.8296
578,0.0259671,14.8556
579,0.0261825,14.8817
580,0.0258791,14.9076
581,0.0259796,14.9336
582,0.0259416,14.9595
583,0.0258565,14.9854
584,0.0260692,15.0115
585,0.0257732,15.0372
586,0.0258882,15.0631
587,0.0258206,15.089
588,0.025742,15.1147
589,0.0259503,15.1406
590,0.0256633,15.1663
591,0.0257943,15.1921
592,0.0256953,15.2178
593,0.0256224,15.2434
594,0.0258243,15.2692
595,0.025548,15.2948
596,0.0256964,15.3205
597,0.0255651,15.3461
598,0.0254979,15.3715
599,0.0256919,15.3972
600,0.025428,15.4227
601,0.0255948,15.4483
602,0.0254318,15.4737
603,0.0253716,15.4991
604,0.0255568,15.5246
605,0.0253073,15.5499
606,0.0254933,15.5754
607,0.0253008,15.6007
608,0.0252501,15.626
609,0.0254266,15.6514
610,0.0251935,15.6766
611,0.0253988,15.702
612,0.0251805,15.7272
613,0.0251426,15.7523
614,0.0253115,15.7776
615,0.0250966,15.8027
616,0.0253203,15.828
617,0.0250811,15.8531
618,0.0250594,15.8782
619,0.0252221,15.9034
620,0.0250264,15.9284
621,0.0252669,15.9537
622,0.0250117,15.9787
623,0.0250092,16.0037
624,0.025167,16.0289
625,0.0249911,16.0539
626,0.0252457,16.0791
627,0.0249792,16.1041
628,0.0249978,16.1291
629,0.0251519,16.1543
630,0.0249954,16.1793
631,0.0252612,16.2045
632,0.0249872,16.2295
633,0.0250278,16.2545
634,0.0251786,16.2797
635,0.0250406,16.3047
636,0.0253146,16.3301
637,0.0250362,16.3551
638,0.0250984,16.3802
639,0.0252458,16.4054
640,0.0251251,16.4306
641,0.0254046,16.456
642,0.025124,16.4811
643,0.025207,16.5063
644,0.02535,16.5317
645,0.0252452,16.5569
646,0.0255281,16.5824
647,0.0252468,16.6077
648,0.0253487,16.633
649,0.0254859,16.6585
650,0.0253952,16.6839
651,0.0256798,16.7096
652,0.0253988,16.735
653,0.0255176,16.7605
654,0.0256467,16.7861
655,0.0255683,16.8117
656,0.0258533,16.8376
657,0.0255733,16.8631
658,0.0257065,16.8888
659,0.0258246,16.9147
660,0.0257563,16.9404
661,0.0260407,16.9665
662,0.0257618,16.9922
663,0.0259065,17.0181
664,0.0260102,17.0441
665,0.0259497,17.0701
666,0.0262323,17.0963
667,0.0259544,17.1223
668,0.0261077,17.1484
669,0.0261928,17.1746
670,0.0261378,17.2007
671,0.0264171,17.2271
672,0.0261398,17.2533
673,0.0262984,17.2796
674,0.0263607,17.3059
675,0.0263087,17.3322
676,0.026583,17.3588
677,0.0263055,17.3851
678,0.0264665,17.4116
679,0.0265016,17.4381
680,0.0264504,17.4646
681,0.0267173,17.4913
682,0.0264392,17.5177
683,0.0265997,17.5443
684,0.026604,17.5709
685,0.0265518,17.5975
686,0.0268089,17.6243
687,0.0265297,17.6508
688,0.0266876,17.6775
689,0.026658,17.7041
690,0.0266037,17.7308
691,0.0268485,17.7576
692,0.0265687,17.7842
693,0.0267228,17.8109
694,0.0266579,17.8376
695,0.026601,17.8642
696,0.0268315,17.891
697,0.0265524,17.9175
698,0.0267028,17.9442
699,0.0266025,17.9708
700,0.0265436,17.9974
701,0.0267586,18.0241
702,0.0264828,18.0506
703,0.0266311,18.0773
704,0.0264969,18.1038
705,0.0264374,18.1302
706,0.0266362,18.1568
707,0.0263671,18.1832
708,0.0265164,18.2097
709,0.0263512,18.2361
710,0.026293,18.2624
711,0.0264756,18.2888
712,0.0262171,18.315
713,0.0263714,18.3414
714,0.0261784,18.3676
715,0.0261234,18.3937
716,0.0262898,18.42
717,0.0260456,18.4461
718,0.0262089,18.4723
719,0.025991,18.4983
720,0.0259411,18.5242
721,0.0260905,18.5503
722,0.025863,18.5762
723,0.0260384,18.6022
724,0.0257977,18.628
725,0.0257542,18.6537
726,0.0258851,18.6796
727,0.0256756,18.7053
728,0.0258649,18.7312
729,0.0256028,18.7568
730,0.025567,18.7823
731,0.025677,18.808
732,0.0254854,18.8335
733,0.0256892,18.8592
734,0.0254068,18.8846
735,0.0253803,18.91
736,0.0254672,18.9354
737,0.0252929,18.9607
738,0.0255108,18.9862
739,0.02521,19.0115
740,0.0251954,19.0367
741,0.0252579,19.0619
742,0.0251005,19.087
743,0.0253315,19.1123
744,0.0250157,19.1374
745,0.0250167,19.1624
746,0.0250555,19.1874
747,0.0249149,19.2123
748,0.025158,19.2375
749,0.0248318,19.2623
750,0.0248526,19.2872
751,0.0248705,19.3121
752,0.0247472,19.3368
753,0.025001,19.3618
754,0.0246701,19.3865
755,0.0247148,19.4112
756,0.0247161,19.4359
757,0.0246108,19.4605
758,0.0248736,19.4854
759,0.0248736,19.5103
760,0.0248736,19.5351
761,0.0248736,19.56
762,0.0248736,19.5849
763,0.0248736,19.6098
764,0.0248736,19.6346
765,0.0248736,19.6595
766,0.0248736,19.6844
767,0.0248736,19.7093
768,0.0248736,19.7341
769,0.0248736,19.759
770,0.0248736,19.7839
771,0.0248736,19.8087
772,0.0248736,19.8336
773,0.0248736,19.8585
774,0.0248736,19.8834
775,0.0248736,19.9082
776,0.0248736,19.9331
777,0.0248736,19.958
778,0.0248736,19.9829
779,0.0248736,20.0077
780,0.0248736,20.0326
781,0.0248736,20.0575
782,0.0248736,20.0824
783,0.0248736,20.1072
784,0.0248736,20.1321
785,0.0248736,20.157
786,0.0248736,20.1819
