Step,Time step,Time
962,0.0237664,25.173
963,0.0237664,25.1967
964,0.0237664,25.2205
965,0.0237664,25.2443
966,0.0237664,25.268
967,0.0237664,25.2918
968,0.0237664,25.3156
969,0.0237664,25.3393
970,0.0237664,25.3631
971,0.0237664,25.3869
972,0.0237664,25.4106
973,0.0237664,25.4344
974,0.0237664,25.4582
975,0.0237664,25.4819
976,0.0237664,25.5057
977,0.0237664,25.5295
978,0.0237664,25.5532
979,0.0237664,25.577
980,0.0237664,25.6008
981,0.0237664,25.6245
982,0.0237664,25.6483
983,0.0237664,25.6721
984,0.0237664,25.6958
985,0.0237664,25.7196
986,0.0237664,25.7434
987,0.0237664,25.7671
988,0.0237664,25.7909
989,0.0237664,25.8147
990,0.0237664,25.8384
991,0.0237664,25.8622
992,0.0237664,25.886
993,0.0237664,25.9097
994,0.0237664,25.9335
995,0.0237664,25.9573
996,0.0237664,25.981
997,0.0237664,26.0048
998,0.0237664,26.0286
999,0.0237664,26.0523
1000,0.0237664,26.0761
1001,0.0237664,26.0999
1002,0.0237664,26.1236
1003,0.0237664,26.1474
1004,0.0237664,26.1712
1005,0.0237664,26.1949
1006,0.0237664,26.2187
1007,0.0237664,26.2425
1008,0.0237664,26.2662
1009,0.0237664,26.29
1010,0.0237664,26.3138
1011,0.0237664,26.3375
1012,0.0237664,26.3613
1013,0.0237664,26.3851
1014,0.0237664,26.4088
1015,0.0237664,26.4326
1016,0.0237664,26.4564
1017,0.0237664,26.4801
1018,0.0237664,26.5039
1019,0.0237664,26.5277
1020,0.0237664,26.5514
1021,0.0237664,26.5752
1022,0.0237664,26.599
1023,0.0237664,26.6227
1024,0.0237664,26.6465
1025,0.0237664,26.6703
1026,0.0237664,26.694
1027,0.0237664,26.7178
1028,0.0237664,26.7416
1029,0.0237664,26.7653
1030,0.0237664,26.7891
1031,0.0237664,26.8129
1032,0.0237664,26.8366
1033,0.0237664,26.8604
1034,0.0237664,26.8842
1035,0.0237664,26.9079
1036,0.0237664,26.9317
1037,0.0237664,26.9555
1038,0.0237664,26.9792
1039,0.0237664,27.003
1040,0.0237664,27.0268
1041,0.0237664,27.0505
1042,0.0237664,27.0743
1043,0.0237664,27.0981
1044,0.0237664,27.1218
1045,0.0237664,27.1456
1046,0.0237664,27.1694
1047,0.0237664,27.1931
1048,0.0237664,27.2169
1049,0.0237664,27.2407
1050,0.0237664,27.2644
1051,0.0237664,27.2882
1052,0.0237664,27.312
1053,0.0237664,27.3357
1054,0.0237664,27.3595
1055,0.0237664,27.3832
1056,0.0237664,27.407
1057,0.0237664,27.4308
1058,0.0237664,27.4545
1059,0.0237664,27.4783
1060,0.0237664,27.5021
1061,0.0237664,27.5258
1062,0.0237664,27.5496
1063,0.0237664,27.5734
1064,0.0237664,27.5971
1065,0.0237664,27.6209
1066,0.0237664,27.6447
1067,0.0237664,27.6684
1068,0.0237664,27.6922
1069,0.0237664,27.716
1070,0.0237664,27.7397
1071,0.0237664,27.7635
1072,0.0237664,27.7873
1073,0.0237664,27.811
1074,0.0237664,27.8348
1075,0.0237664,27.8586
1076,0.0237664,27.8823
1077,0.0237664,27.9061
1078,0.0237664,27.9299
1079,0.0237664,27.9536
1080,0.0237664,27.9774
1081,0.0237664,28.0012
1082,0.0237664,28.0249
1083,0.0237664,28.0487
1084,0.0237664,28.0725
1085,0.0237664,28.0962
1086,0.0237664,28.12
1087,0.0237664,28.1438
1088,0.0237664,28.1675
1089,0.0237664,28.1913
1090,0.0237664,28.2151
1091,0.0237664,28.2388
1092,0.0237664,28.2626
1093,0.0237664,28.2864
1094,0.0237664,28.3101
